3834,"PAN Air",\N,"PV","PNR","SKYJET","Spain","Y"
3835,"PB Air",\N,"9Q","PBA","PEEBEE AIR","Thailand","Y"
3850,"Jetstar Pacific","Pacific Airlines","BL","PIC","PACIFIC AIRLINES","Vietnam","Y"
3856,"Pacific Coastal Airline",\N,"8P","PCO","PASCO","Canada","Y"
3857,"Pacific East Asia Cargo Airlines",\N,"Q8","PEC","PAC-EAST CARGO","Philippines","Y"
3865,"Pacific Wings",\N,"LW","NMI","TSUNAMI","United States","Y"
3871,"Pakistan International Airlines","PIA Pakistan International","PK","PIA","PAKISTAN","Pakistan","Y"
3926,"Pegasus Airlines",\N,"PC","PGT","SUNTURK","Turkey","Y"
3935,"Peninsula Airways",\N,"KS","PEN","PENINSULA","United States","Y"
3952,"Philippine Airlines",\N,"PR","PAL","PHILIPPINE","Philippines","Y"
3969,"Piedmont Airlines (1948-1989)",\N,"PI","PDT","PIEDMONT","United States","Y"
3976,"Pinnacle Airlines",\N,"9E","FLG","FLAGSHIP","United States","Y"
4021,"Porter Airlines",\N,"PD","POE","PORTER AIR","Canada","Y"
4026,"Potomac Air",\N,"BK","PDC","DISTRICT","United States","Y"
4031,"Precision Air",\N,"PW","PRF","PRECISION AIR","Tanzania","Y"
4044,"Primaris Airlines",\N,"FE","WCP","WHITECAP","United States","N"
4066,"Proflight Commuter Services",\N,"P0","","","Zambia","Y"
4089,"Qantas","Qantas Airways","QF","QFA","QANTAS","Australia","Y"
4091,"Qatar Airways",\N,"QR","QTR","QATARI","Qatar","Y"
4165,"Reem Air",\N,"V4","REK","REEM AIR","Kyrgyzstan","N"
4178,"Regional Express",\N,"ZL","RXA","REX","Australia","Y"
4234,"Air Rarotonga",\N,"GZ","RAR","","Cook Islands","Y"
4248,"Royal Air Maroc",\N,"AT","RAM","ROYALAIR MAROC","Morocco","Y"
4255,"Royal Brunei Airlines",\N,"BI","RBA","BRUNEI","Brunei","Y"
4259,"Royal Jordanian",\N,"RJ","RJA","JORDANIAN","Jordan","Y"
4292,"Rwandair Express",\N,"WB","RWD","RWANDAIR","Rwanda","Y"
4296,"Ryanair",\N,"FR","RYR","RYANAIR","Ireland","Y"
4304,"SATA International",\N,"S4","RZO","AIR AZORES","Portugal","Y"
4305,"South African Airways","SAA South African Airways","SA","SAA","SPRINGBOK","South Africa","Y"
4311,"Shaheen Air International",\N,"NL","SAI","SHAHEEN AIR","Pakistan","Y"
4319,"Scandinavian Airlines System","SAS Scandinavian Airlines","SK","SAS","SCANDINAVIAN","Sweden","Y"
4329,"S7 Airlines","Sibir Airlines","S7","SBI","SIBERIAN AIRLINES","Russia","Y"
4335,"Seaborne Airlines",\N,"BB","SBS","SEABORNE","United States","Y"
4349,"SriLankan Airlines",\N,"UL","ALK","SRILANKAN","Sri Lanka","Y"
4356,"Sun Country Airlines",\N,"SY","SCX","SUN COUNTRY","United States","Y"
